"INSEE_COM","pourcentage_mono"
"75056",8.77986609778017
"75056",8.77986609778017
"75056",8.77986609778017
"69123",7.91935847286401
"75056",8.77986609778017
"13055",13.6596326405957
"13055",13.6596326405957
"69123",7.91935847286401
"69123",7.91935847286401
"75056",8.77986609778017
"75056",8.77986609778017
"75056",8.77986609778017
"69123",7.91935847286401
"75056",8.77986609778017
"75056",8.77986609778017
"75056",8.77986609778017
"75056",8.77986609778017
"75056",8.77986609778017
"75056",8.77986609778017
"75056",8.77986609778017
"69123",7.91935847286401
"13055",13.6596326405957
"75056",8.77986609778017
"75056",8.77986609778017
"13055",13.6596326405957
"13055",13.6596326405957
"13055",13.6596326405957
"69123",7.91935847286401
"75056",8.77986609778017
"69123",7.91935847286401
"13055",13.6596326405957
"75056",8.77986609778017
"13055",13.6596326405957
"13055",13.6596326405957
"69123",7.91935847286401
"75056",8.77986609778017
"75056",8.77986609778017
"69123",7.91935847286401
"13055",13.6596326405957
"13055",13.6596326405957
"13055",13.6596326405957
"13055",13.6596326405957
"13055",13.6596326405957
"13055",13.6596326405957
"13055",13.6596326405957
"29067",10.3059581320451
"24372",10.055423594616
"08043",9.72602739726027
"44180",8.69565217391304
"44213",7.70450221940393
"04026",12.3456790123457
"25047",9.70673275505989
"54382",13.0760368663594
"57616",8.48186846957591
"24068",5.56117290192113
"86031",3.23415265200517
"54199",5.74712643678161
"24449",9.63597430406852
"54306",18.0555555555556
"83142",10.4166666666667
"57085",9.43396226415094
"90060",9.09090909090909
"54287",9.09090909090909
"41053",2.19298245614035
"41224",5.88235294117647
"24571",9.46107784431138
"24500",8.19672131147541
"86114",6.8
"34138",9.93377483443709
"57695",10.2564102564103
"16085",8.43688685415304
"34328",8.84086444007858
"01303",10.4808877928483
"88372",12.3566043920026
"01184",2.91545189504373
"25104",27.7777777777778
"54125",4.85436893203883
"36087",9.86842105263158
"25500",0
"04235",16.6666666666667
"24022",15.9574468085106
"83039",7.14285714285714
"04017",34.0425531914894
"08125",9.09090909090909
"34338",14.7058823529412
"34162",10.6100795755968
"64009",6.9954128440367
"24559",16.025641025641
"25488",11.1111111111111
"24494",6.22406639004149
"34285",10
"24215",0
"44183",6.54450261780105
"83044",13.1578947368421
"24073",8.02139037433155
"08297",4.90196078431373
"01177",18.75
"51397",13.5135135135135
"47029",10.5485232067511
"49007",9.01652073154707
"17434",11.7736537876483
"64218",11.7647058823529
"83080",7.8239608801956
"24371",9.85915492957746
"24301",8.67052023121387
"34029",13.0268199233716
"34016",8.36653386454183
"34210",12.4324324324324
"16293",8.81057268722467
"24180",6.5359477124183
"49015",9.4002306805075
"54323",9.97866198067026
"54255",14.2857142857143
"83003",8.88888888888889
"01404",14.4927536231884
"83082",8.53174603174603
"83107",8.25235461204963
"72054",9.91189427312775
"01197",13.6363636363636
"44058",6.79611650485437
"29014",11.8483412322275
"54205",13.2444444444444
"83122",8.62068965517241
"14352",9.72568578553616
"24538",8.72093023255814
"34180",13.5860979462875
"34017",13.1578947368421
"86245",7.63983628922237
"01125",5.45454545454545
"25298",5.10204081632653
"24080",2.7027027027027
"83124",13.0177514792899
"04222",0
"57027",0
"08409",13.7477106227106
"51619",10
"04023",9.61538461538462
"54292",6.75675675675676
"83038",26.8292682926829
"25098",0
"54519",7.8125
"01245",8.82352941176471
"77295",7.49063670411985
"24172",7.76014109347443
"14424",6.75675675675676
"77034",9.375
"57395",11.7647058823529
"44200",3.33333333333333
"86164",7.09219858156028
"57463",9.8283652439619
"34313",8.25082508250825
"86025",5.15463917525773
"01321",2.78551532033426
"34222",6.91244239631336
"64327",0
"34204",10.8452950558214
"34281",7.45658835546476
"34079",15.8539458186101
"44146",5.54323725055432
"83002",10
"79201",6.75675675675676
"79303",3.52112676056338
"56147",5.79368817710787
"44072",7.45865676679042
"34041",9.14285714285714
"83095",13.3333333333333
"34039",7.14285714285714
"27027",4.62962962962963
"29151",11.039778449144
"34143",12.3456790123457
"34153",12.5301204819277
"35319",6.04265402843602
"57046",5.3475935828877
"68154",10.6600607319802
"68166",9.54942837928716
"80272",0
"68195",12.0444290177022
"68375",9.66358094377963
"72132",9.48643193541153
"68376",10.5321158690176
"24540",8.57946554149086
"83086",10.9871452825612
"54088",12.2448979591837
"83136",10.0259291270527
"72093",3.80710659898477
"12057",7.847533632287
"2B233",10.2272727272727
"73106",13.7931034482759
"08405",0
"44015",9.91287967977396
"73090",12
"54532",6.49350649350649
"06038",12.043301759134
"27158",6.51465798045603
"24352",9.68614718614718
"57004",0
"68093",6.67779632721202
"54272",9.03614457831325
"31468",10.4166666666667
"73252",0
